CHE_name,CNES_name,Address,Campus_Size,Housing,Total_All_Undergrad_Grant/Scholarship,AVG_All_Undergrad_Grant/Scholarship,Total_Federal_Student_Loans,AVG_Dederal_Student_Loans_Amount,undergraduate_population,graduate_population,total_number_faculty,college_year,control,state,zipcode,city,county,Tuition_out_state_undergraduate,Tuition_in_state_undergraduate,Tuition_In_state_graduate,Tuition_Out_State_Graduate,Tuition_fee_graduate_In_State,Tuition_fee_graduate_Out_State,Average_Tuition,Average_Expense,AVG_Tuition-Grad-2019-2020,AVG_Fee-Grad-2019-2020
Salve Regina University,Salve Regina University,"100 Ochre Point Avenue, Newport, Rhode Island 02840-4192",Suburb: Large,Yes,43054413.0,22285.0,10348510.00 ,6835.00 ,2167,604,295,4,Privatenot-for-profit,RI,2840,Newport,Newport County,0.0,0.0,0,0,0,0,39601.5,58169.0,10890.0,120.0
Sam Houston State University,Sam Houston State University,"1806 Ave J, Huntsville, Texas 77340",Town: Distant,Yes,90297054.0,7323.0,67859867.00 ,6970.00 ,18805,2753,1015,4,Public,TX,77340,Huntsville,Walker County,18124.0,8164.0,5765,13361,2251,2251,0.0,22216.0,,
Samaritan Hospital School of Nursing,Samaritan Hospital School of Nursing,"1300 Massachusetts Avenue, Troy, New York 12065",City: Small,No,91566.0,1552.0,413319.00 ,4305.00 ,136,0,17,2,Privatenot-for-profit,NY,12065,Clifton Park,Saratoga County,0.0,0.0,0,0,0,0,13345.5,33720.5,,
Samford University,Samford University,"800 Lakeshore Drive, Birmingham, Alabama 35229-2240",Suburb: Large,Yes,55240276.0,16684.0,7157790.00 ,6306.00 ,3591,2101,559,4,Privatenot-for-profit,AL,35229,Birmingham,Jefferson County,0.0,0.0,0,0,0,0,31098.0,47216.75,17754.0,610.0
Sampson Community College,Sampson Community College,"Highway 24 West, Clinton, North Carolina 28328-0318",Town: Distant,No,3507106.0,4664.0,0.00 ,_,1429,0,169,2,Public,NC,28328,Clinton,Sampson County,9721.75,2809.75,0,0,0,0,0.0,22617.75,,
San Antonio College,Chamberlain University-Texas,"11025 Equity Drive, Houston, Texas 77041",City: Large,No,1940412.0,3865.0,5740765.00 ,9350.00 ,1002,0,178,4,Privatefor-profit,TX,77041,Houston,Harris County,0.0,0.0,0,0,0,0,19338.75,37812.75,,
San Bernardino Valley College,San Bernardino Valley College,"701 South Mount Vernon Avenue, San Bernardino, California 92410-2798",City: Midsize,No,26267550.0,2793.0,0.00 ,_,14872,0,822,2,Public,CA,92410,San Bernardino,San Bernardino County,5721.0,1238.0,0,0,0,0,0.0,16035.5,,
San Diego Christian College,San Diego Christian College,"200 Riverview Parkway, Santee, California 92071",Suburb: Large,Yes,6204904.0,13789.0,1262191.00 ,3994.00 ,488,63,139,4,Privatenot-for-profit,CA,92071,Santee,San Diego County,0.0,0.0,0,0,0,0,30934.5,47892.75,10260.0,990.0
San Diego City College,San Diego City College,"1313 Park Boulevard, San Diego, California 92101-4787",City: Large,No,25410554.0,3126.0,1002187.00 ,3618.00 ,14056,0,583,2,Public,CA,92101,San Diego,San Diego County,6563.5,1143.0,0,0,0,0,0.0,20769.5,,
San Diego Mesa College,San Diego Mesa College,"7250 Mesa College Dr, San Diego, California 92111-4998",City: Large,No,26520388.0,2749.0,751348.00 ,3833.00 ,20712,0,794,4,"primarilyassociate's,Public",CA,92111,San Diego,San Diego County,7211.5,1143.0,0,0,0,0,0.0,21028.25,,
San Diego Miramar College,San Diego Miramar College,"10440 Black Mountain Rd, San Diego, California 92126-2999",City: Large,No,15575725.0,2994.0,367382.00 ,2499.00 ,14127,0,493,2,Public,CA,92126,San Diego,San Diego County,6271.5,1143.0,0,0,0,0,0.0,21028.25,,
San Diego State University,San Diego State University,"5500 Campanile Dr, San Diego, California 92182-0001",City: Large,Yes,136277545.0,8368.0,52979133.00 ,6328.00 ,30848,4696,1855,4,Public,CA,92182,San Diego,San Diego County,19085.5,7385.5,7176,16680,1768,1768,0.0,28664.75,,
San Francisco Art Institute,San Francisco Art Institute,"800 Chestnut St, San Francisco, California 94133-2299",City: Large,Yes,5996278.0,22208.0,970631.00 ,7409.00 ,220,112,107,4,Privatenot-for-profit,CA,94133,San Francisco,San Francisco County,0.0,0.0,0,0,0,0,45254.0,69888.0,47850.0,950.0
San Francisco Conservatory of Music,San Francisco Conservatory of Music,"50 Oak Street, San Francisco, California 94102-6011",City: Large,Yes,6431827.0,29640.0,659692.00 ,6664.00 ,231,222,57,4,Privatenot-for-profit,CA,94102,San Francisco,San Francisco County,0.0,0.0,0,0,0,0,45497.5,66010.0,46350.0,1210.0
San Francisco State University,San Francisco State University,"1600 Holloway Ave, San Francisco, California 94132",City: Large,Yes,149314008.0,9165.0,54239818.00 ,6500.00 ,25924,3108,1780,4,Public,CA,94132,San Francisco,San Francisco County,18766.0,7066.0,7176,16680,1524,1524,0.0,26604.5,,
San Joaquin Delta College,San Joaquin Delta College,"5151 Pacific Ave, Stockton, California 95207",City: Large,No,37539574.0,3185.0,2640815.00 ,6029.00 ,18533,0,515,2,Public,CA,95207,Stockton,San Joaquin County,7611.0,1196.0,0,0,0,0,0.0,21221.75,,
San Jose City College,San Jose City College,"2100 Moorpark Ave, San Jose, California 95128-2798",City: Large,No,9700161.0,2212.0,300208.00 ,5088.00 ,8760,0,359,2,Public,CA,95128,San Jose,Santa Clara County,7994.75,1354.75,0,0,0,0,0.0,21651.75,,
San Jose State University,San Jose State University,"One Washington Square, San Jose, California 95192-0001",City: Large,Yes,146517666.0,8831.0,45067619.00 ,6105.00 ,27905,8180,1981,4,Public,CA,95192,San Jose,Santa Clara County,19396.75,7696.75,7176,16680,2110,2110,0.0,28615.75,,
San Juan College,San Juan College,"4601 College Blvd, Farmington, New Mexico 87402-4699",City: Small,No,11503702.0,4364.0,2536725.00 ,5479.00 ,6741,0,477,2,Public,NM,87402,Farmington,San Juan County,0.0,0.0,0,0,0,0,0.0,14946.0,,
Sandhills Community College,Sandhills Community College,"3395 Airport Rd, Pinehurst, North Carolina 28374",Rural: Fringe,No,8784316.0,4690.0,0.00 ,_,4039,0,522,2,Public,NC,28374,Pinehurst,Moore County,8783.5,2639.5,0,0,0,0,0.0,19948.75,,
Santa Ana College,InterCoast Colleges-Santa Ana,"1720 E. Garry Ave, Suite 103, Santa Ana, California 92705",City: Large,No,1164192.0,3673.0,2343398.00 ,7392.00 ,226,0,4,2,Privatefor-profit,CA,92705,Santa Ana,Orange County,0.0,0.0,0,0,0,0,21818.75,46097.5,,
