Name,Control,State,Plan,2018 Fall Enrollment,Known_Cases_in_County_per_100k_Residents,lat,lng
Campbellsville U.,Private,KY,Primarily online,11470.0,396,37.3432404,-85.34913619999999
Canada College,Public,CA,Primarily online,5987.0,724,37.4473859,-122.2652419
Canisius College,Private,NY,Primarily in person,3244.0,932,42.9248338,-78.8514848
Cankdeska Cikana Community College,Public,ND,TBD,178.0,1365,47.9781227,-98.99041489999999
Cape Cod Community College,Public,MA,Hybrid,2996.0,822,41.6909399,-70.3373802
Cape Fear Community College,Public,NC,Primarily in person,8378.0,1042,34.2403098,-77.9491568
Capital Community College,Public,CT,Primarily in person,3290.0,1413,41.7681484,-72.672398
Capital U.,Private,OH,Hybrid,3213.0,1341,39.95655900000001,-82.940406
Capitol Technology U.,Private,MD,Primarily online,743.0,2510,39.0468887,-76.8503664
Cardinal Stritch U.,Private,WI,Primarily in person,2148.0,2067,43.1400859,-87.9085626
Carl Albert State College,Public,OK,TBD,1900.0,473,35.0393506,-94.6341417
Carl Sandburg College,Public,IL,TBD,1860.0,508,40.981153,-90.407899
Carleton College,Private,MN,Hybrid,2097.0,1504,44.4613633,-93.1559742
Carlos Albizu U. at Miami,Private,FL,TBD,746.0,4518,25.7947845,-80.3553105
Carlow U.,Private,PA,Primarily online,2076.0,673,40.4389076,-79.96335470000001
Carnegie Mellon U.,Private,PA,Primarily online,14029.0,673,40.4427314,-79.9429552
Carolina Christian College,Private,NC,Fully online,70.0,1325,36.146124,-80.256248
Carolina College of Biblical Studies,Private,NC,TBD,182.0,823,35.051371,-78.939499
Carolinas College of Health Sciences,Public,NC,Primarily online,467.0,1979,35.1818248,-80.9275565
Carroll College,Private,MT,TBD,1335.0,195,46.60073690000001,-112.0386887
Carroll Community College,Public,MD,TBD,3050.0,884,39.530327,-76.99371
Carroll U.,Private,WI,Primarily in person,3352.0,918,43.0043632,-88.2284088
Carson-Newman U.,Private,TN,Primarily in person,2560.0,918,36.122362,-83.490358
Carteret Community College,Public,NC,Hybrid,1390.0,428,34.723008,-76.756593
Carthage College,Private,WI,Primarily in person,2872.0,1470,42.62381329999999,-87.8198185
Carver Career Center,Public,WV,Other,170.0,443,38.2894251,-81.5628218
Casa Loma College at Van Nuys (Calif.),Private,CA,TBD,175.0,1903,34.1928268,-118.4577627
Cascadia College,Public,WA,Primarily online,3396.0,717,47.7609327,-122.1913677
Case Western Reserve U.,Private,OH,Primarily in person,11890.0,1009,41.5043413,-81.6083838
Casper College,Public,WY,Fully in person,3650.0,268,42.8319541,-106.3249953
Castleton U.,Public,VT,Primarily in person,2196.0,150,43.6080159,-73.1786951
Catawba College,Private,NC,Primarily online,1294.0,1438,35.691394,-80.4825793
Catawba Valley Community College,Public,NC,Hybrid,4610.0,1211,35.6998273,-81.28792709999999
Catholic U. of America,Private,DC,Fully online,5956.0,1793,38.9368811,-76.99869199999999
Cayuga Community College,Public,NY,TBD,3775.0,190,42.9438003,-76.5435399
Cazenovia College,Private,NY,Primarily in person,870.0,561,42.932134,-75.8541489
CBD College,Private,CA,Fully online,628.0,1903,34.062241,-118.306148
Cecil College,Public,MD,Primarily online,2391.0,631,39.6410412,-75.95645789999999
Cedar Crest College,Private,PA,Primarily online,1596.0,1337,40.5859377,-75.5196631
Cedar Valley College,Public,TX,Primarily online,8030.0,1932,32.6253961,-96.76385359999999
Cedarville U.,Private,OH,TBD,4150.0,373,39.7495287,-83.81263299999999
Centenary College of Louisiana,Private,LA,Hybrid,585.0,2521,32.4847432,-93.73215560000001
Centenary U.,Private,NJ,Primarily online,1802.0,1251,40.846818,-74.83442099999999
Central Alabama Community College,Public,AL,Primarily online,1681.0,2102,32.9244717,-85.9472511
Central Arizona College,Public,AZ,TBD,5044.0,1960,32.9577551,-111.6521557
Central Baptist College,Private,AR,Hybrid,732.0,983,35.0832302,-92.4450092
Central Carolina Community College,Public,NC,Primarily in person,5190.0,1994,35.471033,-79.1452451
Central Carolina Technical College,Public,SC,TBD,3550.0,2158,33.9334744,-80.3711271
Central Christian College of Kansas,Private,KS,Fully in person,726.0,458,38.3583827,-97.6676974
Central Christian College of the Bible,Private,MO,Primarily in person,211.0,221,39.3962331,-92.4273436
Central College,Private,IA,Primarily in person,1117.0,458,41.4005091,-92.9192339
Central Community College,Public,NE,Primarily in person,6354.0,2784,40.889539,-98.372472
Central Connecticut State U.,Public,CT,Hybrid,11822.0,1413,41.6930606,-72.7637914
Central Georgia Technical College,Public,GA,Primarily online,8219.0,1177,32.8125938,-83.69185379999999
Central Lakes College,Public,MN,Primarily online,4029.0,323,46.3460014,-94.2160194
Central Louisiana Technical Community College,Public,LA,Primarily online,2688.0,2309,31.2598602,-92.4443972
Central Maine Community College,Public,ME,Primarily online,3068.0,510,44.1337685,-70.2341063
Central Maine Medical Center College of Nursing and Health Professions,Private,ME,TBD,177.0,510,44.1004877,-70.21756169999999
"Central Methodist U., College of Graduate and Extended Studies",Private,MO,Primarily online,3863.0,455,39.1489094,-92.6840726
"Central Methodist U., College of Liberal Arts and Sciences",Private,MO,TBD,1148.0,455,39.1489094,-92.6840726
Central Michigan U.,Public,MI,Hybrid,21622.0,283,43.5819086,-84.7756364
Central New Mexico Community College,Public,NM,Primarily online,23553.0,717,35.0719041,-106.6290324
Central Ohio Technical College,Public,OH,Primarily online,3442.0,648,40.0692803,-82.4486872
Central Oregon Community College,Public,OR,Primarily in person,4872.0,297,44.07136029999999,-121.3485532
Central Pennsylvania Institute of Science and Technology,Public,PA,Hybrid,218.0,221,40.8821568,-77.7409084
Central Piedmont Community College,Public,NC,Primarily online,18824.0,1979,35.106532,-80.693912
Central State U.,Public,OH,TBD,2099.0,373,39.7151376,-83.87734669999999
Central Texas College,Public,TX,Primarily online,16073.0,812,31.120486,-97.81087000000001
Central Virginia Community College,Public,VA,Primarily online,4047.0,573,37.3595081,-79.1851733
Central Washington U.,Public,WA,Primarily in person,12342.0,776,47.0073154,-120.5362805
Central Wyoming College,Public,WY,Primarily online,1974.0,1185,43.0304794,-108.426918
Central Yeshiva Tomchei Tmimim Lubavitch America,Private,NY,Other,536.0,2406,40.6696053,-73.9387903
Centralia College,Public,WA,Primarily in person,3167.0,242,46.7161844,-122.9606849
Centre College,Private,KY,Primarily in person,1434.0,448,37.6456916,-84.7815059
Century College,Public,MN,Primarily online,8891.0,745,45.041996,-92.9826889
Cerritos College,Public,CA,Primarily online,21745.0,1903,33.8863737,-118.0946408
Cerro Coso Community College,Public,CA,Primarily in person,6074.0,2327,35.5674569,-117.667777
Chabot College,Public,CA,Fully online,13833.0,701,37.6427231,-122.1062344
Chadron State College,Public,NE,TBD,2448.0,90,42.8198689,-103.0015725
Chaffey College,Public,CA,TBD,22969.0,1544,34.1467226,-117.5708601
Chaminade U. of Honolulu,Private,HI,Primarily in person,2150.0,191,21.2905337,-157.8070932
Champion Christian College,Private,AR,TBD,87.0,858,34.5002576,-93.0656968
Champlain College,Private,VT,Hybrid,4531.0,444,44.4731165,-73.2041352
Chandler-Gilbert Community College,Public,AZ,Primarily online,14728.0,2828,33.295944,-111.7958046
Chapman U.,Private,CA,Primarily online,9608.0,1182,33.7931305,-117.8521395
Charles R. Drew U. of Medicine and Science,Private,CA,Primarily online,596.0,1903,33.9256333,-118.242526
Charleston Southern U.,Private,SC,TBD,3414.0,2934,32.9821829,-80.07065539999999
Charlotte Christian College and Theological Seminary,Private,NC,Other,80.0,1979,35.1596175,-80.7372379
Charter Oak State College,Public,CT,TBD,1641.0,1413,41.6882655,-72.7681375
Chatfield College,Private,OH,TBD,247.0,256,39.2103657,-83.886912
Chatham U.,Private,PA,Hybrid,2336.0,673,40.4484076,-79.9241673
Chattahoochee Technical College,Public,GA,Primarily in person,10483.0,1569,33.92834089999999,-84.5519621
Chattahoochee Valley Community College,Public,AL,TBD,1568.0,2142,32.424408,-85.03024789999999
Chattanooga State Community College,Public,TN,Primarily online,8241.0,1572,35.1003674,-85.23755179999999
Chemeketa Community College,Public,OR,Primarily online,10151.0,795,44.97944469999999,-122.978655
Chesapeake College,Public,MD,Primarily online,2081.0,804,38.95213,-76.0836733
Chestnut Hill College,Private,PA,Primarily in person,1794.0,1644,40.0866725,-75.2286092
Cheyney U. of Pennsylvania,Public,PA,Primarily in person,466.0,1562,39.933361,-75.5294669
Chicago School of Professional Psychology at Los Angeles,Private,CA,TBD,2628.0,1903,34.0477665,-118.2570683
Chicago State U.,Public,IL,Primarily online,2964.0,2043,41.71795789999999,-87.6093721
Chief Dull Knife College,Public,MT,TBD,196.0,238,45.625293,-106.664361
Chipola College,Public,FL,TBD,2081.0,3328,30.7874134,-85.232581
Chippewa Valley Technical College,Public,WI,Primarily online,7645.0,488,44.882516,-91.895476
Chowan U.,Private,NC,Primarily online,1399.0,1172,36.4354563,-77.09697589999999
Christ College of Nursing and Health Sciences,Private,OH,TBD,902.0,1122,39.1208511,-84.50856069999999
Christian Brothers U.,Private,TN,Primarily in person,2034.0,2273,35.1284532,-89.9812503
Christopher Newport U.,Public,VA,Primarily in person,4957.0,910,37.0627072,-76.49283489999999
Cincinnati Christian U.,Private,OH,TBD,776.0,1122,39.1134582,-84.5547754
Cincinnati State Technical and Community College,Public,OH,Primarily online,8205.0,1122,39.1506338,-84.5366846
Cisco College,Public,TX,TBD,3374.0,279,32.4008802,-98.9852757
Citrus College,Public,CA,Fully online,13136.0,1903,34.1333034,-117.8851499
City College at Altamonte Springs (Fla.),Private,FL,TBD,168.0,1459,28.6636234,-81.4022773
City College at Fort Lauderdale (Fla.),Private,FL,TBD,303.0,3037,26.1874318,-80.17034579999999
City College at Gainesville (Fla.),Private,FL,TBD,190.0,1392,29.65483799999999,-82.41732999999999
City College at Hollywood (Fla.),Private,FL,TBD,243.0,3037,26.025083,-80.22002669999999
City College at Miami,Private,FL,TBD,173.0,4518,25.6837813,-80.31713069999999
City College of City U. of New York,Public,NY,TBD,16043.0,1872,40.8200471,-73.9492724
City College of San Francisco,Public,CA,Primarily online,27008.0,783,37.72556549999999,-122.4511358
"City Colleges of Chicago, Harold Washington College",Public,IL,TBD,8643.0,2043,41.8860734,-87.6268475
"City Colleges of Chicago, Harry S. Truman College",Public,IL,TBD,7673.0,2043,41.96473659999999,-87.6589635
"City Colleges of Chicago, Kennedy-King College",Public,IL,TBD,3136.0,2043,41.7782973,-87.64390039999999
"City Colleges of Chicago, Malcolm X College",Public,IL,TBD,7104.0,2043,41.8778777,-87.6749639
"City Colleges of Chicago, Olive-Harvey College",Public,IL,TBD,2663.0,2043,41.709907,-87.589316
"City Colleges of Chicago, Richard J. Daley College",Public,IL,TBD,6942.0,2043,41.756601,-87.72384470000001
"City Colleges of Chicago, Wilbur Wright College",Public,IL,TBD,9777.0,2043,41.95879,-87.78892859999999
City U. of New York Bernard M. Baruch College,Public,NY,TBD,18029.0,1872,40.7403959,-73.98322519999999
City U. of New York Borough of Manhattan Community College,Public,NY,TBD,26506.0,1872,40.7188813,-74.0117595
City U. of New York Bronx Community College,Public,NY,TBD,10519.0,3455,40.8575311,-73.91287319999999
City U. of New York Brooklyn College,Public,NY,TBD,18161.0,2406,40.6304648,-73.952113
City U. of New York College of Staten Island,Public,NY,TBD,13247.0,3123,40.6021388,-74.1503817
City U. of New York Herbert H. Lehman College,Public,NY,Primarily online,14787.0,3455,40.750877,-73.9736066
City U. of New York Hunter College,Public,NY,TBD,23202.0,1872,40.7678398,-73.9645291
City U. of New York John Jay College of Criminal Justice,Public,NY,TBD,15394.0,1872,40.7707237,-73.9892342
City U. of New York Kingsborough Community College,Public,NY,TBD,15051.0,2406,40.5786707,-73.9351016
City U. of New York La Guardia Community College,Public,NY,TBD,19300.0,2963,40.7446923,-73.9345163
City U. of New York Medgar Evers College,Public,NY,TBD,6638.0,2406,40.6664998,-73.95758579999999
City U. of New York Queens College,Public,NY,TBD,19746.0,2963,40.73664369999999,-73.8200894
"City U. of New York, New York City College of Technology",Public,NY,TBD,17269.0,2406,40.6973762,-73.98608390000001
"City U. of New York, York College",Public,NY,TBD,8693.0,2963,40.7010415,-73.7961103
City U. of New York-Queensborough Community College,Public,NY,TBD,15411.0,2963,40.7555617,-73.7574096
City U. of Seattle,Private,WA,TBD,2113.0,717,47.617539,-122.3444074
City Vision U.,Private,MO,Fully online,137.0,1355,39.1010627,-94.5694548
Clackamas Community College,Public,OR,TBD,6064.0,345,45.3229708,-122.574307
Claflin U.,Private,SC,TBD,2172.0,2474,33.4990214,-80.85421099999999
Claremont McKenna College,Private,CA,Fully online,1327.0,1903,34.10177669999999,-117.7079219
Clarendon College,Public,TX,TBD,1844.0,1270,34.9446782,-100.902852
Clarion U. of Pennsylvania,Public,PA,Primarily in person,4864.0,196,41.2089367,-79.37856310000001
Clark Atlanta U.,Private,GA,Primarily online,3911.0,1769,33.7515658,-84.4112315
Clark College,Public,WA,Primarily online,9878.0,346,45.6346231,-122.6507225
Clark State Community College,Public,OH,Hybrid,5704.0,796,39.8957805,-83.7992192
Clark U.,Private,MA,Hybrid,3122.0,1631,42.2518673,-71.8238049
Clarke U.,Private,IA,Primarily online,1004.0,1564,42.5091288,-90.690021
Clarks Summit U.,Private,PA,Hybrid,768.0,899,41.4953531,-75.6856138
Clarkson College,Private,NE,TBD,1162.0,1863,41.2593411,-95.9754506
Clarkson U.,Private,NY,Hybrid,4274.0,239,44.6636819,-74.9977112
Clatsop Community College,Public,OR,TBD,815.0,208,46.1831696,-123.8243287
Clayton State U.,Public,GA,Primarily in person,7038.0,1621,33.5943931,-84.3304201
Clear Creek Baptist Bible College,Private,KY,TBD,131.0,1008,36.7253013,-83.72762139999999
Cleary U.,Private,MI,Primarily in person,594.0,413,42.3815309,-83.0803701
Clemson U.,Public,SC,Hybrid,24951.0,1403,34.6738437,-82.8368654
Cleveland Community College,Public,NC,TBD,2551.0,1049,35.2811396,-81.4924539
Cleveland Institute of Art,Private,OH,Primarily online,670.0,1009,41.510495,-81.602463
Cleveland Institute of Music,Private,OH,Primarily in person,402.0,1009,41.5122999,-81.60890169999999
Cleveland State Community College,Public,TN,Hybrid,3264.0,1631,35.2008474,-84.8793534
Cleveland State U.,Public,OH,Other,16069.0,1009,41.5025072,-81.6746268
Cleveland U. at Kansas City,Private,KS,Fully in person,549.0,867,38.9320551,-94.67894070000001
Clinton College,Private,SC,TBD,193.0,1220,34.9134144,-81.0429245
Clinton Community College (N.Y.),Public,NY,Primarily online,1353.0,157,44.64819199999999,-73.439933
Cloud County Community College,Public,KS,Primarily in person,1839.0,320,39.5525924,-97.6638249
Clover Park Technical College,Public,WA,TBD,3905.0,596,47.1760978,-122.4979392
Clovis Community College (Calif.),Public,CA,Primarily online,7765.0,1542,36.887979,-119.732427
Clovis Community College (N.M.),Public,NM,Primarily online,3107.0,956,34.4024009,-103.1651884
Coahoma Community College,Public,MS,TBD,1895.0,2769,34.2533331,-90.56896739999999
Coastal Alabama Community College,Public,AL,TBD,7419.0,1549,30.8516838,-87.777356
Coastal Bend College,Public,TX,TBD,4614.0,1563,27.758139,-98.0504763
Coastal Carolina Community College,Public,NC,TBD,3864.0,480,34.772398,-77.3840283
Coastal Carolina U.,Public,SC,Primarily in person,10641.0,2521,33.7965964,-79.01336119999999
Coastal Pines Technical College,Public,GA,TBD,3467.0,3025,31.2131615,-82.3824846
Coastline Community College,Public,CA,Primarily online,10977.0,1182,33.6740417,-117.9162109
Cochise College,Public,AZ,Hybrid,3670.0,1216,31.5637785,-110.2478083
Coconino Community College,Public,AZ,Hybrid,3719.0,2132,35.1711439,-111.6454846
Coe College,Private,IA,Primarily in person,1422.0,931,41.98844090000001,-91.65897969999999
Coffeyville Community College,Public,KS,Fully in person,1898.0,425,37.0332315,-95.62130820000002
Coker College,Private,SC,TBD,1280.0,1618,34.3765882,-80.0704915
Colby College,Private,ME,Primarily in person,2000.0,137,44.5638691,-69.6626362
Colby Community College,Public,KS,Primarily online,1412.0,371,39.3765444,-101.0539034
Colby-Sawyer College,Private,NH,Primarily in person,859.0,307,43.4121488,-71.97795219999999
Colgate U.,Private,NY,Hybrid,2969.0,561,42.822465,-75.541671
College for Creative Studies,Private,MI,Primarily online,1485.0,1546,42.3611977,-83.06299109999999
College of Alameda,Public,CA,Primarily online,6389.0,701,37.780721,-122.279205
College of Biblical Studies at Houston,Private,TX,TBD,376.0,1585,29.7166608,-95.5065116
College of Central Florida,Public,FL,Primarily online,6820.0,1485,29.163342,-82.17344
College of Charleston,Public,SC,Primarily in person,10783.0,2934,32.7834441,-79.93700179999999
College of Coastal Georgia,Public,GA,TBD,3546.0,2752,31.1832649,-81.4867812
College of DuPage,Public,IL,Primarily online,24900.0,1231,41.8411961,-88.0729753
College of Idaho,Private,ID,Primarily in person,964.0,2251,43.6536737,-116.6767711
College of Lake County,Public,IL,Primarily online,14193.0,1703,42.3542742,-88.01216250000002
College of Marin,Public,CA,Primarily online,5026.0,1916,37.9516402,-122.5491653
College of Menominee Nation,Private,WI,Primarily online,237.0,415,44.478081,-88.082257
College of Mount Saint Vincent,Private,NY,Primarily online,1861.0,3455,40.9124186,-73.9030113
College of New Jersey,Public,NJ,TBD,7686.0,2181,40.268439,-74.77769599999999
College of New Rochelle (N.Y.),Private,NY,Hybrid,2853.0,3716,40.9016778,-73.7811601
College of Saint Benedict,Private,MN,Primarily in person,1782.0,1796,45.5796783,-94.3944417
College of Saint Elizabeth,Private,NJ,Hybrid,1186.0,1448,40.781949,-74.4367424
College of Saint Mary,Private,NE,Primarily in person,1168.0,1863,41.23997190000001,-96.0219357
College of Saint Rose,Private,NY,Hybrid,3983.0,820,42.6640994,-73.78566529999999
College of Saint Scholastica,Private,MN,Primarily online,4043.0,213,44.0207898,-92.46469499999999
